"urn:cts:greekLit:tlg0012.tlg001:1.1","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_265","reference","thematic parallelism of mēnis of Achilles towards Agamemnon and Aeneas towards Priam (I.13.459-461)"
"urn:cts:greekLit:tlg0012.tlg001:1.122","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_313","reference","comment on philoktheanotate applied to Agamemnon by Achilles (on Agamemnon’s greed in general)"
"urn:cts:greekLit:tlg0012.tlg001:1.155","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_185","reference/translation of botianeira","Phthie as botianeira and commentary on the associated themes and term in the Iliad"
"urn:cts:greekLit:tlg0012.tlg001:1.159","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_226","reference","commentary on Achilles calling Agamemnon kunopa, language of blame"
"urn:cts:greekLit:tlg0012.tlg001:1.159","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_312","reference","commentary on Achilles calling Agamemnon kunopa, language of blame"
"urn:cts:greekLit:tlg0012.tlg001:1.177","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_131","quoted and translated","commentary on eris as defining Achilles’ character"
"urn:cts:greekLit:tlg0012.tlg001:1.188","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_80","reference","Achilles’ akhos does not end with his mēnis or restoration of Briseis etc."
"urn:cts:greekLit:tlg0012.tlg001:1.197","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_210","reference to Achilles’ xantho- hair","commentary on xanthos in the context of immortalization"
"urn:cts:greekLit:tlg0012.tlg001:1.207","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_73","reference","one of Watkin’s three passages where menos is used as a functional equivalent of mēnis"
"urn:cts:greekLit:tlg0012.tlg001:1.225","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_226","translating kunos ommat’ ekhon","commentary on language of blame"
"urn:cts:greekLit:tlg0012.tlg001:1.225","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_312","translating kunos ommat’ ekhon","commentary on language of blame"
"urn:cts:greekLit:tlg0012.tlg001:1.231","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_313","translating dēmoboros basileus","commentary on neikos of Achilles and Agamemnon and the language of insults"
"urn:cts:greekLit:tlg0012.tlg001:1.233-1.246","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179-s_180","quoting and translating I.01.233-237","commentary on the passage, Achilles’ oath and Agamemnon’s skeptron"
"urn:cts:greekLit:tlg0012.tlg001:1.233-1.246","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","[MRBTP: missing]","more commentary on the passage"
"urn:cts:greekLit:tlg0012.tlg001:1.244","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_26","reference","Achilles as best of the Achaeans, especially in contexts where he is grieved by Agamemnon’s dishonoring him"
"urn:cts:greekLit:tlg0012.tlg001:1.247","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_73-s_74","quoting and translating part of the line","discussion of meaning of mēnis and its reciprocity (in the Iliad, between Achilles and Agamemnon)"
"urn:cts:greekLit:tlg0012.tlg001:2.282","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_73","reference","one of Watkin’s three passages where menos is used as a functional equivalent of mēnis"
"urn:cts:greekLit:tlg0012.tlg001:1.291","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_226","reference","language of blame used in narrating quarrels in the Iliad (Agamemnon’s designating Achilles’ words of blame to him as oneidea)"
"urn:cts:greekLit:tlg0012.tlg001:1.320-1.348","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_75-s_76","quoting and translating some of the lines","commentary on Achilles’ words in I.01 as alluding to the Achaeans future predicament in the Battle of the Ships and the use of loigos to designate their plight"
"urn:cts:greekLit:tlg0012.tlg001:1.337","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_102","reference","commentary on the semantics of the name Patroklos"
"urn:cts:greekLit:tlg0012.tlg001:1.345","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_102","reference","commentary on the semantics of the name Patroklos"
"urn:cts:greekLit:tlg0012.tlg001:1.350-1.359","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_343-s_344","reference","commentary on the affinity of Achilles with the pontos"
"urn:cts:greekLit:tlg0012.tlg001:1.362","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_94","reference","commentary on akhos and penthos and their designating Achilles’ loss of timē"
"urn:cts:greekLit:tlg0012.tlg001:1.365-1.392","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_132","reference","notion of “divide, apportion, allot” as present in the Strife Scene in the beginning of the Iliad even if dais is not the setting, and Achilles’ grievance over being deprived of his fair allotment in the spoils"
"urn:cts:greekLit:tlg0012.tlg001:1.396-1.406","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_345-s_346","references","commentary on Thetis’ mētis and the connected divine potential of Achilles"
"urn:cts:greekLit:tlg0012.tlg001:1.403-1.404","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_347","reference","discussion of the figures of Briareos and Aigaion (synthetized as one in this passage) as conjuring up the Iliadic theme of Achilles (connection with biē, pontos)"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_26","reference (I.01.412)","Achilles as best of the Achaeans, especially in contexts where he is grieved by Agamemnon’s dishonoring him"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_48","reference","quarrel between Achilles and Agamemnon as traditional theme"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_82","reference","Achilles as instrumental in bringing akhos upon the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","reference","interconnections of Achilles’ oath and timē, his oath being translated into the Will of Zeus, and the sacredness of the oath and so of the epic"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_336","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:1.407-1.412","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_346","reference","commentary on Thetis’ mētis and the connected divine potential of Achilles as validated by Zeus"
"urn:cts:greekLit:tlg0012.tlg001:1.416","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_134","reference","comment on the theme of le morceau du héros, the notion of “allotment, portion” and words designating Achilles’ epic destiny (here, aisa)"
"urn:cts:greekLit:tlg0012.tlg001:1.418","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_134","reference","comment on the theme of le morceau du héros, the notion of “allotment, portion” and words designating Achilles’ epic destiny (here, aisa)"
"urn:cts:greekLit:tlg0012.tlg001:1.423-1.425","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_131","reference","gods being away at a dais in the land of the Aithiopes putting efficacy of sacrifice by the heroes in question"
"urn:cts:greekLit:tlg0012.tlg001:1.423-1.425","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_205","reference","location of the land of Aithiopes and Olympians’ habitually going there to receive sacrifice"
"urn:cts:greekLit:tlg0012.tlg001:1.423-1.425","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_213","reference","location of the land of Aithiopes and Olympians’ habitually going there to receive sacrifice"
"urn:cts:greekLit:tlg0012.tlg001:1.423-1.425","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_218","reference","comment on dais and the epic diction not distinguishing between feasting of men and gods together and sacrificing by men to gods"
"urn:cts:greekLit:tlg0012.tlg001:1.454","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_82","reference","comment on how Chryses uses the same words in praying to Apollo as Achilles does in praying to Zeus (I.16.237)"
"urn:cts:greekLit:tlg0012.tlg001:1.456","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_75","quoted and translated","comment on combination of loigos with amun-"
"urn:cts:greekLit:tlg0012.tlg001:1.468","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_128","reference","comment on the notion of division latent in dais becoming overt in expressions involving daitos eisēs"
"urn:cts:greekLit:tlg0012.tlg001:1.473","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_77","reference","contrasting the only two paiēōns in the Iliad, this one for the remedy of the algea of the Achaeans and the other (I.22.393ff.) when Achilles wins back kudos for killing Hektor"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_72","reference","comment on slighting of Achilles’ timē in the context of discussing Iliad’s artistic unity to be seen in the deployment of its central themes"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_81-s_82","reference","comment on transfer of kratos from Achaeans to Trojans as bringing timē to Achilles"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_85","reference","one side having akhos while the other has kratos, in the context of discussing the relationship between akhos and Akhaio/ā-"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_132","reference","use of timē and related verbs in describing Achilles’ loss of his fair share"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","reference","interconnections of Achilles’ oath and timē, his oath being translated into the Will of Zeus, and the sacredness of the oath and so of the epic"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334","reference","interconnections of Zeus’ Will, giving kratos to Trojans and Achilles’ receiving his proper timē"
"urn:cts:greekLit:tlg0012.tlg001:1.503-1.510","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_346","reference","commentary on Thetis’ mētis and the connected divine potential of Achilles as validated by Zeus"
"urn:cts:greekLit:tlg0012.tlg001:1.524-1.530","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","reference","interconnections of Achilles’ oath and timē, his oath being translated into the Will of Zeus, and the sacredness of the oath and so of the epic"
"urn:cts:greekLit:tlg0012.tlg001:1.558-1.559","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_72","reference","comment on slighting of Achilles’ timē in the context of discussing Iliad’s artistic unity to be seen in the deployment of its central themes"
"urn:cts:greekLit:tlg0012.tlg001:1.558-1.559","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_82","reference","interconnections of Achilles’ timē, the Will of Zeus and the grief of Achaeans at the Battle of the Ships"
"urn:cts:greekLit:tlg0012.tlg001:1.558-1.559","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_132","reference","use of timē and related verbs in describing Achilles’ loss of his fair share"
"urn:cts:greekLit:tlg0012.tlg001:1.558-1.559","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:1.558-1.559","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_336","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:1.602","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_128","reference","comment on the notion of division latent in dais becoming overt in expressions involving daitos eisēs"
"urn:cts:greekLit:tlg0012.tlg001:1.603-1.604","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_291","reference","comment on the ensemble of song embodied by the Muses and Apollo combined"
"urn:cts:greekLit:tlg0012.tlg001:2.3-2.5","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_64","reference","analysis of Agamemnon’s false dream (will of Zeus, comparison with the first song of Demodokos, theme of suffering before taking Troy)"
"urn:cts:greekLit:tlg0012.tlg001:2.3-2.5","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_82","reference","interconnections of Achilles’ timē, the Will of Zeus and the grief of Achaeans at the Battle of the Ships"
"urn:cts:greekLit:tlg0012.tlg001:2.3-2.5","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_132","reference","use of timē and related verbs in describing Achilles’ loss of his fair share"
"urn:cts:greekLit:tlg0012.tlg001:2.3-2.5","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_334","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:2.3-2.5","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_336","reference","Achilles’ prayer specifically entailing that Trojans should prevail until they reach the ships of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:2.12-2.15","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_64","reference","analysis of Agamemnon’s false dream (will of Zeus, comparison with the first song of Demodokos, theme of suffering before taking Troy)"
"urn:cts:greekLit:tlg0012.tlg001:2.26","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_138","reference","analysis of the equation of Dios angelos with ossa personified and the Iliad’s veering away from the themes of Delphi"
"urn:cts:greekLit:tlg0012.tlg001:2.29-2.32","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_64","reference","analysis of Agamemnon’s false dream (will of Zeus, comparison with the first song of Demodokos, theme of suffering before taking Troy)"
"urn:cts:greekLit:tlg0012.tlg001:2.36-2.40","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_65","quoted and translated","analysis of Agamemnon’s false dream (will of Zeus, comparison with the first song of Demodokos, theme of suffering before taking Troy)"
"urn:cts:greekLit:tlg0012.tlg001:2.36-2.40","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_77","reference","commenting on pervasive association of Achilles with theme of grief (algea, pēma)"
"urn:cts:greekLit:tlg0012.tlg001:2.36-2.40","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_138","reference","analysis of the equation of Dios angelos with ossa personified and the Iliad’s veering away from the themes of Delphi"
"urn:cts:greekLit:tlg0012.tlg001:2.46","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179","reference","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-)"
"urn:cts:greekLit:tlg0012.tlg001:2.46","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","reference","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.63","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_138","reference","analysis of the equation of Dios angelos with ossa personified and the Iliad’s veering away from the themes of Delphi"
"urn:cts:greekLit:tlg0012.tlg001:2.82","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_26","quoted and translated","analysis of the Iliadic theme of Achilles as the best of the Achaeans, and here, Agamemnon’s claim to the title"
"urn:cts:greekLit:tlg0012.tlg001:2.82","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_45","quoted and translated","commentary on eukhomai in the claiming to be the best of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:2.94","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_138","reference","analysis of the equation of Dios angelos with ossa personified and the Iliad’s veering away from the themes of Delphi"
"urn:cts:greekLit:tlg0012.tlg001:2.101","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179","references","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.108","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179","references","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.110","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_295","reference","analysis of the phrase therapōn of Ares (here, as applied to the Achaeans as an aggregate of warriors)"
"urn:cts:greekLit:tlg0012.tlg001:2.119-2.130","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_163","reference","analysis of the implications of Sthenelos’ taunt to Agamemnon and comparison of the Epigonoi with Agamemnon’s host at Troy"
"urn:cts:greekLit:tlg0012.tlg001:2.185-2.187","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179","references","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.185-2.187","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_188","references","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.212","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_264","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here ametroepēs"
"urn:cts:greekLit:tlg0012.tlg001:2.214-2.215","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262-s_263","references and quoting and translating erizemenai basileusin","analysis of the passage about Thersites and blame poetry"
"urn:cts:greekLit:tlg0012.tlg001:2.216","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference","analysis of the passage about Thersites and blame poetry (here, aiskhistos regarding Thersites and aiskhos in Aristotle’s Poetics)"
"urn:cts:greekLit:tlg0012.tlg001:2.217-2.219","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference","analysis of the passage about Thersites and blame poetry (here, Thersites’ ugliness)"
"urn:cts:greekLit:tlg0012.tlg001:2.217-2.219","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_308","reference","comparison of Thersites with Aesop with regard to their appearance and being pharmaka"
"urn:cts:greekLit:tlg0012.tlg001:2.220-2.221","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_260","quoting and translating part of the verses","analysis of the passage about Thersites and blame poetry (here, regarding ekhthistos)"
"urn:cts:greekLit:tlg0012.tlg001:2.220-2.221","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","references","analysis of the passage about Thersites and blame poetry (here, regarding ekhthistos) and list of words indicating blame as a foil for Epos (in the passage about Thersites), here neikos"
"urn:cts:greekLit:tlg0012.tlg001:2.222","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","references","list of words indicating blame as a foil for Epos (in the passage about Thersites), here neikos, oneidos"
"urn:cts:greekLit:tlg0012.tlg001:2.224","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","references","list of words indicating blame as a foil for Epos (in the passage about Thersites), here neikos, oneidos"
"urn:cts:greekLit:tlg0012.tlg001:2.224-2.243","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_261-s_263","references","list of words indicating blame as a foil for Epos (in the passage about Thersites), here neikos etc."
"urn:cts:greekLit:tlg0012.tlg001:2.224-2.243","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_313","references","analysis of the blaming of Agamemnon as a glutton (by Thersites and compared with that by Achilles)"
"urn:cts:greekLit:tlg0012.tlg001:2.235","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_264","references","list of words indicating blame as a foil for Epos (in the passage about Thersites), here elenkhos"
"urn:cts:greekLit:tlg0012.tlg001:2.241-2.242","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","paraphrased","Thersites’ words about Achilles’ anger being nonexistent as what is called ekhtra parphasis Pindar’s poetry (N.8.32)"
"urn:cts:greekLit:tlg0012.tlg001:2.245","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference (ēnipape)","analysis of the episode of Thersites, here specifically his being reproached for reproaching (and comparison with Ktesippos in the Odyssey)"
"urn:cts:greekLit:tlg0012.tlg001:2.246","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_264","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here akritomuthos"
"urn:cts:greekLit:tlg0012.tlg001:2.246-2.264","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference","analysis of the episode of Thersites, here specifically his being reproached for reproaching (and comparison with Ktesippos in the Odyssey)"
"urn:cts:greekLit:tlg0012.tlg001:2.247","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here eris"
"urn:cts:greekLit:tlg0012.tlg001:2.248-2.249","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_260","reference","Thersites as the worst of the Achaeans"
"urn:cts:greekLit:tlg0012.tlg001:2.251","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here oneidos, kertomeō"
"urn:cts:greekLit:tlg0012.tlg001:2.255-2.256","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here oneidos, kertomeō"
"urn:cts:greekLit:tlg0012.tlg001:2.265-2.268","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference","analysis of the episode of Thersites, here specifically his being reproached for reproaching (and comparison with Ktesippos in the Odyssey)"
"urn:cts:greekLit:tlg0012.tlg001:2.268","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_179","references","analysis of Agamemnon’s skēptron and gold as symbol for the artificial continuum of immortality (aphthito-) and the relevance of this for Achilles’ oath"
"urn:cts:greekLit:tlg0012.tlg001:2.269-2.270","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_262","reference","analysis of the episode of Thersites, here specifically his being reproached for reproaching (and comparison with Ktesippos in the Odyssey) and the reversal in the attempt to make the Achaeans laugh (to geloion)"
"urn:cts:greekLit:tlg0012.tlg001:2.275","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_264","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here epesbolos"
"urn:cts:greekLit:tlg0012.tlg001:2.277","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_263","reference","list of words indicating blame as a foil for Epos (in the passage about Thersites), here oneidos"
"urn:cts:greekLit:tlg0012.tlg001:2.401","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_332","reference (molos Arēos)","comparison of molos Arēos and Arcadian Mōleia, dramatization of martial biē"
"urn:cts:greekLit:tlg0012.tlg001:2.431","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_128","reference","comment on the idea of division in dais (daitos eisēs)"
"urn:cts:greekLit:tlg0012.tlg001:2.484-2.486","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_16","484 paraphrased, 485-486 quoted and translated","balancing of the immediacy of performance with an attitude of remoteness from composition, the poet/narrator’s deference to tradition"
"urn:cts:greekLit:tlg0012.tlg001:2.484-2.486","urn:cts:ahcip:GregoryNagy.TheBestOfTheAchaeans:s_271","485-486 quoted and translated","poets (humans) not knowing but hearing the poetic tradition/kleos, poet’s conceit of access to both the content and the form of what the Muses speak"
